ts,throughput,latency,disk_id
1760313600,84.96796007189579,12.96808746578141,disk1
1760313840,106.04463512065448,9.799426850438994,disk1
1760314080,117.64512428205708,12.28667797759868,disk1
1760314320,116.58090405902534,12.529816685760716,disk1
1760314560,120.51488597114177,12.614124635381522,disk1
1760314800,102.62368145443028,11.272442004224622,disk1
1760315040,120.1897763430006,11.137273868470585,disk1
1760315280,159.27995649657487,12.877002580711785,disk1
1760315520,107.6932816718286,11.652207709345811,disk1
1760315760,115.23083816911382,12.392012874414142,disk1
1760316000,133.98438599737116,10.785634714064027,disk1
1760316240,107.39141659744094,13.613378855882987,disk1
1760316480,126.97410509313342,12.935100957885354,disk1
1760316720,100.89629740364754,12.557917471262012,disk1
1760316960,105.49689509169157,14.760871801894119,disk1
1760317200,99.42911949445138,12.349868333685587,disk1
1760317440,109.44303949234511,11.68898971195853,disk1
1760317680,121.03948904227681,9.108929551668012,disk1
1760317920,110.20674144237543,11.105754493785348,disk1
1760318160,80.84288751019162,13.652386252036898,disk1
1760318400,132.70304988554264,10.658249742154881,disk1
1760318640,114.95676287037085,13.21531638565769,disk1
1760318880,95.3652544199297,11.340425125740989,disk1
1760319120,84.08017762624416,12.39600131961355,disk1
1760319360,105.36929822137783,11.137907295698472,disk1
1760319600,115.95949235093344,10.512351398149496,disk1
1760319840,94.96094955667526,10.218845316061266,disk1
1760320080,90.77269570727181,11.770689399873513,disk1
1760320320,90.6069032305678,13.726684804683815,disk1
1760320560,119.0854714536432,12.173640690729286,disk1
1760320800,101.32650502643585,12.483463327416276,disk1
1760321040,79.57818033375047,11.79353980703419,disk1
1760321280,116.62933667850848,13.660045727032752,disk1
1760321520,118.01622746201602,11.756237725079718,disk1
1760321760,134.0157761866097,12.883718580326196,disk1
1760322000,91.79371472298583,15.22650948781446,disk1
1760322240,103.14140744357071,7.760385848159384,disk1
1760322480,119.98478032733676,13.745799519452802,disk1
1760322720,94.41062104609698,10.847471096168583,disk1
1760322960,114.21558927288537,13.596221241036593,disk1
1760323200,119.35780496334385,13.64023388816311,disk1
1760323440,112.63148309299697,13.443326577126784,disk1
1760323680,84.28972982710701,10.368816142639195,disk1
1760323920,102.20299195384918,12.542319170822186,disk1
1760324160,87.41010463583511,11.300864987587701,disk1
1760324400,149.1212414377092,9.331857380842042,disk1
1760324640,95.0173979689851,13.525777860672926,disk1
1760324880,108.18803934310903,13.59280149797507,disk1
1760325120,116.78781271305989,12.60935428765384,disk1
1760325360,81.29621069540602,11.007523526869496,disk1
1760325600,109.28758242016261,11.235858478081457,disk1
1760325840,133.15230903553706,12.721715419733053,disk1
1760326080,120.40499117822782,13.220519631663658,disk1
1760326320,114.85083255271766,9.78418927713989,disk1
1760326560,92.2206944419731,13.654478816711652,disk1
1760326800,105.93206628092287,11.558967653542817,disk1
1760327040,100.33415828930634,12.769098478322684,disk1
1760327280,69.99273266035146,9.684409235758212,disk1
1760327520,109.95274086210924,14.368968981856177,disk1
1760327760,103.46674231147534,10.434722530337508,disk1
1760328000,117.03917497364425,15.874777328624376,disk1
1760328240,118.90741299886216,11.31635921620856,disk1
1760328480,80.43556652071227,6.869547219974799,disk1
1760328720,109.9373666923072,12.859963040355604,disk1
1760328960,104.1850202674878,12.546565922590515,disk1
1760329200,98.31633280588852,10.906384560425776,disk1
1760329440,100.5490541517852,10.902056031701116,disk1
1760329680,82.10447043372294,14.208582133302249,disk1
1760329920,117.00159110813797,9.336657836769414,disk1
1760330160,92.55567418967345,14.401997660236994,disk1
1760330400,121.12854581619516,10.438646866396518,disk1
1760330640,104.6365696925998,14.53992654118102,disk1
1760330880,109.15109652588144,16.271233134517487,disk1
1760331120,104.03955565762513,11.231102239791682,disk1
1760331360,115.53148221623506,9.085873338902548,disk1
1760331600,143.77364183242065,11.291414410079357,disk1
1760331840,118.55772367652486,11.65788660227803,disk1
1760332080,127.06905629964325,12.604022870885453,disk1
1760332320,82.63754082637641,8.708988635922625,disk1
1760332560,108.3283845273819,11.522879652054955,disk1
1760332800,93.24420907946057,10.634961625437318,disk1
1760333040,134.8220222995591,12.475662729683513,disk1
1760333280,99.55913159490518,11.628900427292905,disk1
1760333520,87.6971275471676,8.126543243715457,disk1
1760333760,111.57206067665166,12.799506789317148,disk1
1760334000,111.3718506680785,12.346326878800735,disk1
1760334240,125.88693198925708,10.184710897886522,disk1
1760334480,127.61827438944913,11.168186819115661,disk1
1760334720,144.09360602685476,13.264539894106964,disk1
1760334960,83.2156470719899,10.054974795780952,disk1
1760335200,105.28856178899343,10.873328696484123,disk1
1760335440,110.88487332907702,8.943123929105683,disk1
1760335680,117.26366944528718,10.325677134690963,disk1
1760335920,101.230656781277,10.992972623154673,disk1
1760336160,142.56679298637732,9.392627672334845,disk1
1760336400,111.83038454814692,11.220034424407077,disk1
1760336640,124.73935696412292,13.160510510669702,disk1
1760336880,112.79681859840424,10.685468487440314,disk1
1760337120,129.96784961138758,11.9183567631505,disk1
1760337360,114.17718518444006,11.860475223729438,disk1
1760337600,56.65794584349019,67.3273630388762,disk1
1760337840,101.55827104315743,19.001118805307954,disk1
1760338080,116.06426395147608,13.45143239260015,disk1
1760338320,147.5262989685774,12.645240414497062,disk1
1760338560,102.14167260046875,11.746494479399077,disk1
1760338800,121.25382304410768,12.525338638872263,disk1
1760339040,121.76309546700341,13.043834722050542,disk1
1760339280,101.65794709826099,9.746821348461225,disk1
1760339520,69.67046876879805,12.940659694795759,disk1
1760339760,134.00656645337423,14.596945948935083,disk1
1760340000,118.01090544939635,12.411678242747978,disk1
1760340240,77.811878009101,11.614062286025106,disk1
1760340480,124.03893417529723,9.832827659221522,disk1
1760340720,74.98982770488306,11.139723857063338,disk1
1760340960,105.09926617009205,11.583398041931437,disk1
1760341200,107.85338184424003,6.492494698733528,disk1
1760341440,111.55103252609324,10.469472495175323,disk1
1760341680,112.75929605893914,6.81644174778611,disk1
1760341920,110.7516646156368,10.82538972073178,disk1
1760342160,140.20464833728806,9.769963860183957,disk1
1760342400,99.10488998689706,13.645551586265803,disk1
1760342640,98.07833721399582,11.719973174750878,disk1
1760342880,100.6323274001884,13.254527919383928,disk1
1760343120,116.68031382215304,13.318311067565174,disk1
1760343360,135.4111004238491,11.644719297002183,disk1
1760343600,83.40513898283218,8.628542025154058,disk1
1760343840,120.31007535451901,12.8052092205244,disk1
1760344080,104.45456006053637,13.190381981117932,disk1
1760344320,105.32831136939322,6.026078009392698,disk1
1760344560,135.854587534003,10.09682663044282,disk1
1760344800,128.1870148352329,10.770763596870546,disk1
1760345040,108.64312658765978,10.539428094860428,disk1
1760345280,105.17117207033841,12.747297367123407,disk1
1760345520,105.86933234336091,12.390981655133118,disk1
1760345760,90.41918955930713,12.308399444382779,disk1
1760346000,72.88729470158577,11.709056667310909,disk1
1760346240,108.94270558675103,8.897940760801268,disk1
1760346480,127.30425174772218,10.08581119524278,disk1
1760346720,108.68384321200688,11.667945164947069,disk1
1760346960,89.11217639731893,10.82888420877022,disk1
1760347200,120.9163959231145,13.050588326837525,disk1
1760347440,95.58227858197925,12.733617452763033,disk1
1760347680,135.95982855041754,10.587470399482015,disk1
1760347920,81.32713544901078,11.798932626853484,disk1
1760348160,101.3814962734868,12.91398956957223,disk1
1760348400,128.08448008667227,11.802580036950324,disk1
1760348640,106.94475454774692,11.993126179708876,disk1
1760348880,100.48314994679527,7.478241667952737,disk1
1760349120,116.50245253949967,11.639066917664442,disk1
1760349360,118.25073955281303,10.786241851059975,disk1
